age,education,marital_status,occupation,race,sex,native_country
29,1st-4th,Married-civ-spouse,Other-service,White,Male,?
56,5th-6th,Married-civ-spouse,Other-service,White,Male,?
41,7th-8th,Married-civ-spouse,Other-service,White,Male,?
29,Assoc-voc,Married-civ-spouse,Other-service,White,Male,?
42,HS-grad,Married-civ-spouse,Other-service,White,Male,?
34,HS-grad,Married-civ-spouse,Other-service,White,Male,?
37,HS-grad,Married-civ-spouse,Other-service,White,Male,?
49,Preschool,Married-civ-spouse,Other-service,White,Male,?
57,1st-4th,Married-spouse-absent,Other-service,White,Male,?
42,Doctorate,Married-spouse-absent,Other-service,White,Male,?
38,HS-grad,Married-spouse-absent,Other-service,White,Male,?
27,7th-8th,Never-married,Other-service,White,Male,?
18,9th,Never-married,Other-service,White,Male,?
34,Assoc-voc,Never-married,Other-service,White,Male,?
36,Bachelors,Never-married,Other-service,White,Male,?
30,Bachelors,Never-married,Other-service,White,Male,?
27,Bachelors,Never-married,Other-service,White,Male,?
38,HS-grad,Never-married,Other-service,White,Male,?
40,HS-grad,Never-married,Other-service,White,Male,?
22,HS-grad,Never-married,Other-service,White,Male,?
30,HS-grad,Never-married,Other-service,White,Male,?
42,Bachelors,Divorced,Prof-specialty,White,Male,?
28,12th,Married-civ-spouse,Prof-specialty,White,Male,?
57,7th-8th,Married-civ-spouse,Prof-specialty,White,Male,?
34,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,?
28,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,?
44,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,?
26,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,?
25,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,?
63,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,?
46,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,?
38,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,?
62,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,?
61,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,?
37,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,?
53,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,?
54,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,?
52,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,?
55,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,?
36,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,?
34,HS-grad,Married-civ-spouse,Prof-specialty,White,Male,?
39,HS-grad,Married-civ-spouse,Prof-specialty,White,Male,?
34,Masters,Married-civ-spouse,Prof-specialty,White,Male,?
55,Masters,Married-civ-spouse,Prof-specialty,White,Male,?
76,Masters,Married-civ-spouse,Prof-specialty,White,Male,?
37,Masters,Married-civ-spouse,Prof-specialty,White,Male,?
61,Masters,Married-civ-spouse,Prof-specialty,White,Male,?
56,Masters,Married-civ-spouse,Prof-specialty,White,Male,?
35,Masters,Married-civ-spouse,Prof-specialty,White,Male,?
39,Masters,Married-civ-spouse,Prof-specialty,White,Male,?
47,Masters,Married-civ-spouse,Prof-specialty,White,Male,?
68,Masters,Married-civ-spouse,Prof-specialty,White,Male,?
68,Masters,Married-civ-spouse,Prof-specialty,White,Male,?
60,Masters,Married-civ-spouse,Prof-specialty,White,Male,?
56,Masters,Married-civ-spouse,Prof-specialty,White,Male,?
36,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,?
39,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,?
36,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,?
47,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,?
64,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,?
63,Some-college,Married-civ-spouse,Prof-specialty,White,Male,?
60,Some-college,Married-civ-spouse,Prof-specialty,White,Male,?
38,Some-college,Married-civ-spouse,Prof-specialty,White,Male,?
50,Masters,Married-spouse-absent,Prof-specialty,White,Male,?
32,Assoc-acdm,Never-married,Prof-specialty,White,Male,?
43,Bachelors,Never-married,Prof-specialty,White,Male,?
26,Bachelors,Never-married,Prof-specialty,White,Male,?
42,Bachelors,Never-married,Prof-specialty,White,Male,?
39,Bachelors,Never-married,Prof-specialty,White,Male,?
23,Bachelors,Never-married,Prof-specialty,White,Male,?
31,Bachelors,Never-married,Prof-specialty,White,Male,?
36,Doctorate,Never-married,Prof-specialty,White,Male,?
30,Doctorate,Never-married,Prof-specialty,White,Male,?
42,Doctorate,Never-married,Prof-specialty,White,Male,?
35,Masters,Never-married,Prof-specialty,White,Male,?
25,Masters,Never-married,Prof-specialty,White,Male,?
26,Some-college,Never-married,Prof-specialty,White,Male,?
22,Some-college,Never-married,Prof-specialty,White,Male,?
36,Bachelors,Separated,Prof-specialty,White,Male,?
61,Bachelors,Separated,Prof-specialty,White,Male,?
81,Masters,Widowed,Prof-specialty,White,Male,?
42,Bachelors,Divorced,Sales,White,Male,?
42,HS-grad,Divorced,Sales,White,Male,?
34,11th,Married-civ-spouse,Sales,White,Male,?
42,1st-4th,Married-civ-spouse,Sales,White,Male,?
60,5th-6th,Married-civ-spouse,Sales,White,Male,?
42,Assoc-acdm,Married-civ-spouse,Sales,White,Male,?
27,Bachelors,Married-civ-spouse,Sales,White,Male,?
30,Bachelors,Married-civ-spouse,Sales,White,Male,?
40,Bachelors,Married-civ-spouse,Sales,White,Male,?
46,Bachelors,Married-civ-spouse,Sales,White,Male,?
50,Bachelors,Married-civ-spouse,Sales,White,Male,?
90,Bachelors,Married-civ-spouse,Sales,White,Male,?
36,Bachelors,Married-civ-spouse,Sales,White,Male,?
46,HS-grad,Married-civ-spouse,Sales,White,Male,?
63,HS-grad,Married-civ-spouse,Sales,White,Male,?
25,HS-grad,Married-civ-spouse,Sales,White,Male,?
42,Masters,Married-civ-spouse,Sales,White,Male,?
44,Masters,Married-civ-spouse,Sales,White,Male,?
32,Prof-school,Married-civ-spouse,Sales,White,Male,?
31,Some-college,Married-civ-spouse,Sales,White,Male,?
39,Some-college,Married-civ-spouse,Sales,White,Male,?
26,Some-college,Married-civ-spouse,Sales,White,Male,?
51,Some-college,Married-civ-spouse,Sales,White,Male,?
37,11th,Married-spouse-absent,Sales,White,Male,?
19,11th,Never-married,Sales,White,Male,?
38,Bachelors,Never-married,Sales,White,Male,?
41,HS-grad,Never-married,Sales,White,Male,?
36,HS-grad,Never-married,Sales,White,Male,?
18,HS-grad,Never-married,Sales,White,Male,?
51,HS-grad,Never-married,Sales,White,Male,?
29,Masters,Never-married,Sales,White,Male,?
21,Some-college,Never-married,Sales,White,Male,?
20,Some-college,Never-married,Sales,White,Male,?
20,Some-college,Never-married,Sales,White,Male,?
18,Some-college,Never-married,Sales,White,Male,?
22,Some-college,Never-married,Sales,White,Male,?
43,Some-college,Divorced,Tech-support,White,Male,?
41,HS-grad,Married-civ-spouse,Tech-support,White,Male,?
46,Masters,Married-civ-spouse,Tech-support,White,Male,?
27,Masters,Never-married,Tech-support,White,Male,?
34,Bachelors,Divorced,Transport-moving,White,Male,?
36,HS-grad,Divorced,Transport-moving,White,Male,?
64,1st-4th,Married-civ-spouse,Transport-moving,White,Male,?
37,Bachelors,Married-civ-spouse,Transport-moving,White,Male,?
46,Bachelors,Married-civ-spouse,Transport-moving,White,Male,?
44,HS-grad,Married-civ-spouse,Transport-moving,White,Male,?
41,HS-grad,Married-civ-spouse,Transport-moving,White,Male,?
42,HS-grad,Married-civ-spouse,Transport-moving,White,Male,?
38,Masters,Married-civ-spouse,Transport-moving,White,Male,?
56,Some-college,Married-civ-spouse,Transport-moving,White,Male,?
26,5th-6th,Never-married,Transport-moving,White,Male,?
33,Bachelors,Never-married,Transport-moving,White,Male,?
25,HS-grad,Never-married,Transport-moving,White,Male,?
25,Some-college,Never-married,Craft-repair,Asian-Pac-Islander,Female,Cambodia
32,Preschool,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Female,Cambodia
18,Some-college,Never-married,?,Black,Female,Cambodia
37,1st-4th,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,Cambodia
37,Bachelors,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,Cambodia
48,Some-college,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,Cambodia
65,HS-grad,Never-married,Craft-repair,Asian-Pac-Islander,Male,Cambodia
27,Some-college,Never-married,Craft-repair,Asian-Pac-Islander,Male,Cambodia
34,Bachelors,Never-married,Exec-managerial,Asian-Pac-Islander,Male,Cambodia
42,HS-grad,Married-civ-spouse,Farming-fishing,Asian-Pac-Islander,Male,Cambodia
46,HS-grad,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Male,Cambodia
28,HS-grad,Never-married,Machine-op-inspct,Asian-Pac-Islander,Male,Cambodia
35,HS-grad,Never-married,Machine-op-inspct,Asian-Pac-Islander,Male,Cambodia
40,7th-8th,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,Cambodia
36,HS-grad,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,Cambodia
27,Some-college,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,Cambodia
40,Bachelors,Married-spouse-absent,Prof-specialty,Asian-Pac-Islander,Male,Cambodia
50,12th,Married-civ-spouse,Sales,Asian-Pac-Islander,Male,Cambodia
51,HS-grad,Married-civ-spouse,Sales,Asian-Pac-Islander,Male,Cambodia
38,Prof-school,Never-married,Prof-specialty,Asian-Pac-Islander,Female,Canada
28,11th,Divorced,?,White,Female,Canada
41,12th,Divorced,?,White,Female,Canada
31,Bachelors,Married-civ-spouse,?,White,Female,Canada
25,Masters,Never-married,?,White,Female,Canada
71,Some-college,Widowed,?,White,Female,Canada
72,11th,Divorced,Adm-clerical,White,Female,Canada
65,HS-grad,Divorced,Adm-clerical,White,Female,Canada
61,HS-grad,Divorced,Adm-clerical,White,Female,Canada
45,HS-grad,Divorced,Adm-clerical,White,Female,Canada
30,Some-college,Divorced,Adm-clerical,White,Female,Canada
43,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,Canada
45,Some-college,Married-civ-spouse,Adm-clerical,White,Female,Canada
29,Bachelors,Never-married,Adm-clerical,White,Female,Canada
56,Some-college,Never-married,Adm-clerical,White,Female,Canada
32,Bachelors,Divorced,Exec-managerial,White,Female,Canada
33,HS-grad,Married-civ-spouse,Exec-managerial,White,Female,Canada
23,Bachelors,Never-married,Exec-managerial,White,Female,Canada
40,HS-grad,Separated,Exec-managerial,White,Female,Canada
38,7th-8th,Married-civ-spouse,Machine-op-inspct,White,Female,Canada
45,HS-grad,Never-married,Machine-op-inspct,White,Female,Canada
53,9th,Divorced,Other-service,White,Female,Canada
24,Some-college,Never-married,Other-service,White,Female,Canada
62,HS-grad,Widowed,Other-service,White,Female,Canada
46,Masters,Divorced,Prof-specialty,White,Female,Canada
50,Masters,Married-civ-spouse,Prof-specialty,White,Female,Canada
51,Some-college,Married-civ-spouse,Prof-specialty,White,Female,Canada
25,Assoc-voc,Never-married,Prof-specialty,White,Female,Canada
27,Assoc-voc,Never-married,Prof-specialty,White,Female,Canada
58,Bachelors,Never-married,Prof-specialty,White,Female,Canada
23,HS-grad,Never-married,Prof-specialty,White,Female,Canada
26,Masters,Never-married,Prof-specialty,White,Female,Canada
36,Doctorate,Separated,Prof-specialty,White,Female,Canada
37,HS-grad,Divorced,Sales,White,Female,Canada
52,Some-college,Married-civ-spouse,Sales,White,Female,Canada
56,Some-college,Married-civ-spouse,Sales,White,Female,Canada
73,10th,Widowed,Sales,White,Female,Canada
30,Assoc-voc,Married-civ-spouse,Tech-support,White,Female,Canada
20,Some-college,Never-married,Tech-support,White,Female,Canada
44,HS-grad,Married-spouse-absent,Transport-moving,Other,Male,Canada
62,12th,Divorced,?,White,Male,Canada
62,Assoc-voc,Married-civ-spouse,?,White,Male,Canada
67,Doctorate,Married-civ-spouse,?,White,Male,Canada
76,HS-grad,Married-civ-spouse,?,White,Male,Canada
47,HS-grad,Married-civ-spouse,?,White,Male,Canada
80,HS-grad,Married-civ-spouse,?,White,Male,Canada
72,Some-college,Married-civ-spouse,?,White,Male,Canada
25,Bachelors,Married-spouse-absent,?,White,Male,Canada
19,Some-college,Never-married,?,White,Male,Canada
36,Some-college,Divorced,Adm-clerical,White,Male,Canada
56,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,Canada
37,Some-college,Married-civ-spouse,Adm-clerical,White,Male,Canada
40,HS-grad,Divorced,Craft-repair,White,Male,Canada
49,9th,Married-civ-spouse,Craft-repair,White,Male,Canada
45,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,Canada
45,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,Canada
51,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,Canada
29,Bachelors,Married-civ-spouse,Craft-repair,White,Male,Canada
32,Bachelors,Married-civ-spouse,Craft-repair,White,Male,Canada
28,HS-grad,Married-civ-spouse,Craft-repair,White,Male,Canada
49,Some-college,Married-civ-spouse,Craft-repair,White,Male,Canada
36,Some-college,Married-civ-spouse,Craft-repair,White,Male,Canada
57,11th,Married-spouse-absent,Craft-repair,White,Male,Canada
25,Bachelors,Never-married,Craft-repair,White,Male,Canada
40,HS-grad,Never-married,Craft-repair,White,Male,Canada
38,HS-grad,Never-married,Craft-repair,White,Male,Canada
24,Some-college,Never-married,Craft-repair,White,Male,Canada
50,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,Canada
47,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,Canada
45,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,Canada
41,Doctorate,Married-civ-spouse,Exec-managerial,White,Male,Canada
30,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,Canada
33,Masters,Married-civ-spouse,Exec-managerial,White,Male,Canada
52,Some-college,Married-civ-spouse,Exec-managerial,White,Male,Canada
40,Bachelors,Never-married,Exec-managerial,White,Male,Canada
42,Some-college,Separated,Exec-managerial,White,Male,Canada
64,5th-6th,Married-civ-spouse,Farming-fishing,White,Male,Canada
51,Bachelors,Married-civ-spouse,Farming-fishing,White,Male,Canada
32,Some-college,Married-civ-spouse,Handlers-cleaners,White,Male,Canada
17,11th,Never-married,Handlers-cleaners,White,Male,Canada
35,9th,Married-civ-spouse,Machine-op-inspct,White,Male,Canada
27,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,Canada
26,Masters,Married-civ-spouse,Machine-op-inspct,White,Male,Canada
54,HS-grad,Divorced,Other-service,White,Male,Canada
56,HS-grad,Married-civ-spouse,Other-service,White,Male,Canada
17,10th,Never-married,Other-service,White,Male,Canada
53,Bachelors,Never-married,Other-service,White,Male,Canada
29,HS-grad,Never-married,Other-service,White,Male,Canada
18,HS-grad,Never-married,Other-service,White,Male,Canada
20,Some-college,Never-married,Other-service,White,Male,Canada
24,Some-college,Never-married,Other-service,White,Male,Canada
25,Some-college,Never-married,Other-service,White,Male,Canada
37,Assoc-acdm,Married-civ-spouse,Prof-specialty,White,Male,Canada
31,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,Canada
48,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,Canada
38,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,Canada
36,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,Canada
64,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,Canada
68,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,Canada
34,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,Canada
33,Masters,Married-civ-spouse,Prof-specialty,White,Male,Canada
51,Masters,Married-civ-spouse,Prof-specialty,White,Male,Canada
33,Bachelors,Never-married,Prof-specialty,White,Male,Canada
29,Doctorate,Never-married,Prof-specialty,White,Male,Canada
23,HS-grad,Never-married,Prof-specialty,White,Male,Canada
28,Prof-school,Never-married,Prof-specialty,White,Male,Canada
44,HS-grad,Married-civ-spouse,Protective-serv,White,Male,Canada
66,Some-college,Married-civ-spouse,Protective-serv,White,Male,Canada
53,Bachelors,Married-civ-spouse,Sales,White,Male,Canada
39,Bachelors,Married-civ-spouse,Sales,White,Male,Canada
37,Bachelors,Married-civ-spouse,Sales,White,Male,Canada
67,HS-grad,Married-civ-spouse,Sales,White,Male,Canada
22,HS-grad,Never-married,Sales,White,Male,Canada
55,Some-college,Married-civ-spouse,Tech-support,White,Male,Canada
53,11th,Divorced,Transport-moving,White,Male,Canada
50,7th-8th,Married-civ-spouse,Transport-moving,White,Male,Canada
41,Bachelors,Married-civ-spouse,Transport-moving,White,Male,Canada
73,HS-grad,Married-civ-spouse,Transport-moving,White,Male,Canada
46,HS-grad,Married-civ-spouse,Transport-moving,White,Male,Canada
52,Some-college,Married-civ-spouse,Transport-moving,White,Male,Canada
58,HS-grad,Never-married,Transport-moving,White,Male,Canada
33,HS-grad,Divorced,?,Asian-Pac-Islander,Female,China
33,Bachelors,Married-civ-spouse,?,Asian-Pac-Islander,Female,China
75,10th,Widowed,?,Asian-Pac-Islander,Female,China
36,HS-grad,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Female,China
30,Bachelors,Divorced,Exec-managerial,Asian-Pac-Islander,Female,China
32,Bachelors,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Female,China
28,7th-8th,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Female,China
48,9th,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Female,China
53,Bachelors,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Female,China
50,HS-grad,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Female,China
52,HS-grad,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Female,China
52,9th,Married-spouse-absent,Machine-op-inspct,Asian-Pac-Islander,Female,China
33,HS-grad,Separated,Other-service,Asian-Pac-Islander,Female,China
29,HS-grad,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Female,China
40,Masters,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Female,China
34,Masters,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Female,China
24,Masters,Married-spouse-absent,Prof-specialty,Asian-Pac-Islander,Female,China
54,Masters,Married-spouse-absent,Prof-specialty,Asian-Pac-Islander,Female,China
23,Bachelors,Never-married,Prof-specialty,Asian-Pac-Islander,Female,China
36,Bachelors,Never-married,Sales,Asian-Pac-Islander,Female,China
33,HS-grad,Separated,Other-service,White,Female,China
70,Bachelors,Married-civ-spouse,?,Asian-Pac-Islander,Male,China
62,HS-grad,Married-civ-spouse,?,Asian-Pac-Islander,Male,China
23,Some-college,Never-married,?,Asian-Pac-Islander,Male,China
22,Some-college,Never-married,?,Asian-Pac-Islander,Male,China
57,Bachelors,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,China
43,10th,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,China
41,7th-8th,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,China
54,Preschool,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,China
32,Bachelors,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,China
45,Bachelors,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,China
